;Subject;Test;FCz;FCz Oz;FCz O1;FCz PO8;FCz O2;FCz PO7;FCz PO3;FCz PO4;Oz Oz;Oz O1;Oz PO8;Oz O2;Oz PO7;Oz PO3;Oz PO4;O1 O1;O1 PO8;O1 O2;O1 PO7;O1 PO3;O1 PO4;PO8 PO8;O2 PO8;PO7 PO8;PO3 PO8;PO4 PO8;O2 O2;O2 PO7;O2 PO3;O2 PO4;PO7 PO7;PO7 PO3;PO7 PO4;PO3 PO3;PO3 PO4;PO4 PO4
0;S2;Resting Open;1.0;0.12978244561140284;0.12953238309577395;0.12003000750187547;0.14603650912728183;0.15703925981495373;0.12765691422855713;0.1364091022755689;1.0;0.9402350587646912;0.581020255063766;0.5698924731182796;0.44973743435858965;0.7024256064016005;0.42410602650662665;1.0;0.5938984746186546;0.5622655663915979;0.44436109027256815;0.7090522630657664;0.42010502625656415;1.0;0.4008502125531383;0.32170542635658916;0.5465116279069767;0.30420105026256566;1.0;0.7291822955738935;0.5697674418604651;0.6039009752438109;1.0;0.45173793448362093;0.5753938484621155;1.0;0.46986746686671665;1.0
0;S3;Resting Open;1.0;0.14291072768192048;0.13953488372093023;0.13478369592398098;0.14966241560390098;0.14353588397099276;0.11852963240810202;0.1350337584396099;1.0;0.4708677169292323;0.3862215553888472;0.5445111277819454;0.32620655163790946;0.404351087771943;0.4584896224056014;1.0;0.4054763690922731;0.3547136784196049;0.24343585896474118;0.3724681170292573;0.32295573893473367;1.0;0.28419604901225304;0.2010502625656414;0.3290822705676419;0.26744186046511625;1.0;0.3744686171542886;0.32845711427856966;0.49987496874218557;1.0;0.2161790447611903;0.3542135533883471;1.0;0.34783695923980995;1.0
0;S5;Resting Open;1.0;0.12203050762690673;0.12390597649412353;0.13628407101775444;0.1245311327831958;0.12565641410352588;0.1124031007751938;0.11815453863465866;1.0;0.5355088772193048;0.34171042760690173;0.4952488122030508;0.39184796199049765;0.4673668417104276;0.4102275568892223;1.0;0.4749937484371093;0.3529632408102025;0.31270317579394846;0.4783695923980995;0.28457114278569645;1.0;0.24543635908977243;0.23143285821455364;0.39097274318579645;0.21567891972993247;1.0;0.477119279819955;0.32308077019254816;0.4204801200300075;1.0;0.2833208302075519;0.38697174293573394;1.0;0.3145786446611653;1.0
0;S6;Resting Open;1.0;0.10165041260315079;0.0918979744936234;0.08177044261065267;0.11177794448612154;0.11177794448612154;0.08639659914978745;0.10415103775943986;1.0;0.44161040260065015;0.2406851712928232;0.40122530632658165;0.18717179294823705;0.2820705176294073;0.304576144036009;1.0;0.3220805201300325;0.3017004251062766;0.16666666666666666;0.3455863965991498;0.2603150787696924;1.0;0.19079769942485622;0.12165541385346336;0.25743935983995997;0.18554638659664915;1.0;0.24968742185546386;0.24406101525381346;0.33108277069267317;1.0;0.16891722930732683;0.36809202300575145;1.0;0.28169542385596397;1.0
0;S7;Resting Open;1.0;0.13190797699424855;0.11602900725181295;0.11040260065016254;0.13928482120530133;0.14466116529132284;0.09477369342335584;0.1207801950487622;1.0;0.5988997249312328;0.5468867216804201;0.5868967241810452;0.416479119779945;0.4711177794448612;0.49637409352338085;1.0;0.6474118529632408;0.460865216304076;0.3250812703175794;0.486496624156039;0.42360590147536886;1.0;0.4111027756939235;0.29044761190297574;0.5002500625156289;0.38097024256064016;1.0;0.5771442860715179;0.397474368592148;0.5556389097274319;1.0;0.3080770192548137;0.49687421855463865;1.0;0.44486121530382594;1.0
0;S10;Resting Open;1.0;0.10615153788447111;0.1054013503375844;0.10115028757189297;0.11127781945486372;0.12515628907226806;0.09564891222805702;0.10502625656414104;1.0;0.6669167291822956;0.4932483120780195;0.5878969742435609;0.3992248062015504;0.5718929732433108;0.5658914728682171;1.0;0.7085521380345087;0.40497624406101523;0.29907476869217303;0.7188047011752938;0.41260315078769694;1.0;0.3094523630907727;0.24268567141785446;0.618779694923731;0.3115778944736184;1.0;0.6020255063765941;0.3635908977244311;0.7121780445111278;1.0;0.2639409852463116;0.5240060015003751;1.0;0.37759439859964994;1.0
0;S13;Resting Open;1.0;0.15841460365091273;0.15191297824456115;0.1390347586896724;0.15378844711177794;0.15191297824456115;0.1331582895723931;0.14316079019754938;1.0;0.5577644411102776;0.42385596399099773;0.5528882220555139;0.3743435858964741;0.4134783695923981;0.48687171792948236;1.0;0.6211552888222055;0.40710177544386095;0.2870717679419855;0.49024756189047264;0.3682170542635659;1.0;0.31945486371592896;0.23230807701925482;0.4386096524131033;0.2881970492623156;1.0;0.5398849712428107;0.3612153038259565;0.6424106026506626;1.0;0.27994498624656167;0.5248812203050762;1.0;0.40922730682670666;1.0
0;S14;Resting Open;1.0;0.1342835708927232;0.13303325831457866;0.10802700675168792;0.13515878969742437;0.14816204051012752;0.11327831957989497;0.11790447611902975;1.0;0.38897224306076517;0.22405601400350086;0.4257314328582146;0.33083270817704424;0.32958239559889974;0.38697174293573394;1.0;0.35521380345086273;0.31882970742685673;0.25893973493373346;0.39722430607651915;0.2926981745436359;1.0;0.18904726181545387;0.1622905726431608;0.2436859214803701;0.17229307326831708;1.0;0.4629907476869217;0.2625656414103526;0.4118529632408102;1.0;0.21680420105026257;0.34508627156789196;1.0;0.30420105026256566;1.0
0;S15;Resting Open;1.0;0.11390347586896724;0.10365091272818204;0.11065266316579145;0.11840460115028757;0.11015253813453363;0.09539884971242811;0.09214803700925231;1.0;0.5773943485871468;0.425856464116029;0.5845211302825707;0.33570892723180795;0.43698424606151537;0.3534633658414604;1.0;0.5701425356339085;0.37209302325581395;0.2409352338084521;0.3999749937484371;0.2483120780195049;1.0;0.28369592398099525;0.19817454363590897;0.38347086771692923;0.21342835708927232;1.0;0.5278819704926232;0.32708177044261066;0.42073018254563643;1.0;0.2248062015503876;0.34571142785696424;1.0;0.35721430357589395;1.0
0;S16;Resting Open;1.0;0.1000250062515629;0.10165041260315079;0.10115028757189297;0.11252813203300825;0.12728182045511377;0.09727431857964491;0.10340085021255314;1.0;0.5105026256564141;0.40710177544386095;0.49687421855463865;0.32570642660665167;0.365216304076019;0.3870967741935484;1.0;0.5272568142035509;0.3934733683420855;0.27831957989497375;0.38684671167791945;0.3129532383095774;1.0;0.34921230307576895;0.26356589147286824;0.35408852213053266;0.2800700175043761;1.0;0.45136284071017757;0.32283070767691924;0.429982495623906;1.0;0.256064016004001;0.3554638659664916;1.0;0.31820455113778445;1.0
